panel,series,point,x_label,y_label,x,y,finite
1,Temperature,0,,Temperature (°C),0.0,30.0,True
1,Temperature,1,,Temperature (°C),1.0,20.0,True
1,Temperature,2,,Temperature (°C),2.0,44.274949546283494,True
1,Temperature,3,,Temperature (°C),3.0,30.0,True
1,Temperature,4,,Temperature (°C),4.0,-23.085869849302156,True
2,Pressure,0,,Pressure (bara),0.0,70.0,True
2,Pressure,1,,Pressure (bara),1.0,70.0,True
2,Pressure,2,,Pressure (bara),2.0,100.0,True
2,Pressure,3,,Pressure (bara),3.0,100.0,True
2,Pressure,4,,Pressure (bara),4.0,30.0,True
