panel,series,point,x_label,y_label,x,y,finite
1,Water dew point,0,Pressure (bara),Water Dew Point Temperature (°C),20.0,-24.939665222167946,True
1,Water dew point,1,Pressure (bara),Water Dew Point Temperature (°C),30.0,-20.93644561767576,True
1,Water dew point,2,Pressure (bara),Water Dew Point Temperature (°C),50.0,-16.279081726074196,True
1,Water dew point,3,Pressure (bara),Water Dew Point Temperature (°C),70.0,-13.762449645996071,True
1,Water dew point,4,Pressure (bara),Water Dew Point Temperature (°C),100.0,-12.081999206542946,True
1,Water dew point,5,Pressure (bara),Water Dew Point Temperature (°C),130.0,-11.680693054199196,True
1,Water dew point,6,Pressure (bara),Water Dew Point Temperature (°C),150.0,-11.656355285644509,True
1,Water dew point,7,Pressure (bara),Water Dew Point Temperature (°C),180.0,-11.689848327636696,True
1,Water dew point,8,Pressure (bara),Water Dew Point Temperature (°C),200.0,-11.710523986816384,True
1,Curve 2,0,Pressure (bara),Water Dew Point Temperature (°C),0.0,-18.0,True
1,Curve 2,1,Pressure (bara),Water Dew Point Temperature (°C),1.0,-18.0,True
