panel,series,point,x_label,y_label,x,y,finite
1,Bars 1,0,Pipeline Diameter (inches),Maximum Throughput (tonnes/hr),0.0,33.423614501953125,True
1,Bars 1,1,Pipeline Diameter (inches),Maximum Throughput (tonnes/hr),1.0,70.65261840820312,True
1,Bars 1,2,Pipeline Diameter (inches),Maximum Throughput (tonnes/hr),2.0,126.1767578125,True
1,Bars 1,3,Pipeline Diameter (inches),Maximum Throughput (tonnes/hr),3.0,202.50534057617188,True
1,Bars 1,4,Pipeline Diameter (inches),Maximum Throughput (tonnes/hr),4.0,302.01080322265625,True
1,Bars 1,5,Pipeline Diameter (inches),Maximum Throughput (tonnes/hr),5.0,426.8830871582031,True
