Figure,Panel,Series,Output / unit,Minimum,Maximum,Finite points,Missing points
ch21_digital_twin_comparison.png,1,Curve 1,Normalized Value [% of Simulated],100.0,100.0,2,0
ch21_digital_twin_comparison.png,1,Digital Twin (Simulated),Normalized Value [% of Simulated],100.0,100.0,5,0
ch21_digital_twin_comparison.png,1,Synthetic sensor sample,Normalized Value [% of Simulated],99.0610512281301,102.30230418745873,5,0
