panel,series,point,x_label,y_label,x,y,finite
1,Total Power,0,Number of Compression Stages,Total Compressor Power (MW),-0.175,13.855414637607728,True
1,Total Power,1,Number of Compression Stages,Total Compressor Power (MW),0.825,10.92828781614448,True
1,Total Power,2,Number of Compression Stages,Total Compressor Power (MW),1.825,9.993602087908803,True
1,Total Power,3,Number of Compression Stages,Total Compressor Power (MW),2.825,9.537023980993085,True
2,Illustrative design limit (150°C),0,,Max Discharge Temperature (°C),0.0,150.0,True
2,Illustrative design limit (150°C),1,,Max Discharge Temperature (°C),1.0,150.0,True
2,Max Discharge T,0,,Max Discharge Temperature (°C),0.175,400.7602796895086,True
2,Max Discharge T,1,,Max Discharge Temperature (°C),1.175,215.25401142529643,True
2,Max Discharge T,2,,Max Discharge Temperature (°C),2.175,152.8368639442234,True
2,Max Discharge T,3,,Max Discharge Temperature (°C),3.175,122.47578573818492,True
