panel,series,point,x_label,y_label,x,y,finite
1,Flow change / fresh-feed flow,0,Iteration Number,Normalized residual (-),1.0,0.2659261784120015,True
1,Flow change / fresh-feed flow,1,Iteration Number,Normalized residual (-),2.0,0.09446776678906317,True
1,Flow change / fresh-feed flow,2,Iteration Number,Normalized residual (-),3.0,0.033063718376173126,True
1,Flow change / fresh-feed flow,3,Iteration Number,Normalized residual (-),4.0,0.011572301432861422,True
1,Flow change / fresh-feed flow,4,Iteration Number,Normalized residual (-),5.0,0.004050305499983224,True
1,Flow change / fresh-feed flow,5,Iteration Number,Normalized residual (-),6.0,0.0014176069253084278,True
1,Flow change / fresh-feed flow,6,Iteration Number,Normalized residual (-),7.0,0.000496162423859787,True
1,Flow change / fresh-feed flow,7,Iteration Number,Normalized residual (-),8.0,0.00017365685074051726,True
1,Flow change / fresh-feed flow,8,Iteration Number,Normalized residual (-),9.0,6.077989684825297e-05,True
1,Flow change / fresh-feed flow,9,Iteration Number,Normalized residual (-),10.0,2.1272964116942605e-05,True
1,Flow change / fresh-feed flow,10,Iteration Number,Normalized residual (-),11.0,7.445535142978769e-06,True
1,Flow change / fresh-feed flow,11,Iteration Number,Normalized residual (-),12.0,2.6059378925856434e-06,True
1,Flow change / fresh-feed flow,12,Iteration Number,Normalized residual (-),13.0,9.120806573628215e-07,True
1,Flow change / fresh-feed flow,13,Iteration Number,Normalized residual (-),14.0,1e-16,True
1,Temperature change / 303.15 K,0,Iteration Number,Normalized residual (-),1.0,0.06597394029358404,True
1,Temperature change / 303.15 K,1,Iteration Number,Normalized residual (-),2.0,1e-16,True
1,Temperature change / 303.15 K,2,Iteration Number,Normalized residual (-),3.0,1e-16,True
1,Temperature change / 303.15 K,3,Iteration Number,Normalized residual (-),4.0,1e-16,True
1,Temperature change / 303.15 K,4,Iteration Number,Normalized residual (-),5.0,1e-16,True
1,Temperature change / 303.15 K,5,Iteration Number,Normalized residual (-),6.0,1e-16,True
1,Temperature change / 303.15 K,6,Iteration Number,Normalized residual (-),7.0,1e-16,True
1,Temperature change / 303.15 K,7,Iteration Number,Normalized residual (-),8.0,1e-16,True
1,Temperature change / 303.15 K,8,Iteration Number,Normalized residual (-),9.0,1e-16,True
1,Temperature change / 303.15 K,9,Iteration Number,Normalized residual (-),10.0,1e-16,True
1,Temperature change / 303.15 K,10,Iteration Number,Normalized residual (-),11.0,1e-16,True
1,Temperature change / 303.15 K,11,Iteration Number,Normalized residual (-),12.0,1e-16,True
1,Temperature change / 303.15 K,12,Iteration Number,Normalized residual (-),13.0,1e-16,True
1,Temperature change / 303.15 K,13,Iteration Number,Normalized residual (-),14.0,1e-16,True
1,Maximum mole-fraction change,0,Iteration Number,Normalized residual (-),1.0,0.06182320737290725,True
1,Maximum mole-fraction change,1,Iteration Number,Normalized residual (-),2.0,4.440892098500626e-16,True
1,Maximum mole-fraction change,2,Iteration Number,Normalized residual (-),3.0,8.881784197001252e-16,True
1,Maximum mole-fraction change,3,Iteration Number,Normalized residual (-),4.0,7.140954494389007e-13,True
1,Maximum mole-fraction change,4,Iteration Number,Normalized residual (-),5.0,6.764588889041079e-13,True
1,Maximum mole-fraction change,5,Iteration Number,Normalized residual (-),6.0,2.7200464103316335e-14,True
1,Maximum mole-fraction change,6,Iteration Number,Normalized residual (-),7.0,7.66053886991358e-15,True
1,Maximum mole-fraction change,7,Iteration Number,Normalized residual (-),8.0,1.400102256354785e-12,True
1,Maximum mole-fraction change,8,Iteration Number,Normalized residual (-),9.0,1.0567935415650709e-13,True
1,Maximum mole-fraction change,9,Iteration Number,Normalized residual (-),10.0,1.0158540675320182e-13,True
1,Maximum mole-fraction change,10,Iteration Number,Normalized residual (-),11.0,1.316169395693123e-12,True
1,Maximum mole-fraction change,11,Iteration Number,Normalized residual (-),12.0,7.027711745877241e-14,True
1,Maximum mole-fraction change,12,Iteration Number,Normalized residual (-),13.0,1.3823386879607824e-12,True
1,Maximum mole-fraction change,13,Iteration Number,Normalized residual (-),14.0,1e-16,True
1,Tolerance (1e-7),0,Iteration Number,Normalized residual (-),0.0,1e-07,True
1,Tolerance (1e-7),1,Iteration Number,Normalized residual (-),1.0,1e-07,True
