Figure,Panel,Series,Output / unit,Minimum,Maximum,Finite points,Missing points
ch29_flash_convergence.png,1,T = 25.0 °C,Flash Time (ms),1.3834999990649521,94.47910000017146,40,0
ch29_flash_convergence.png,1,T = 50.0 °C,Flash Time (ms),0.43450000157463364,185.29599999965285,40,0
ch29_flash_convergence.png,1,T = 100.0 °C,Flash Time (ms),0.4124000006413553,45.802000000549015,40,0
ch29_flash_convergence.png,2,T = 25.0 °C,Vapor Fraction (-),0.5191092605932357,1.0,40,0
ch29_flash_convergence.png,2,T = 50.0 °C,Vapor Fraction (-),0.8115600185060224,1.0,40,0
ch29_flash_convergence.png,2,T = 100.0 °C,Vapor Fraction (-),1.0,1.0,40,0
ch29_initial_guess_effect.png,1,Curve 1,Flash Time (ms),0.4578000007313676,17.604700002266327,30,0
ch29_initial_guess_effect.png,1,Target T = 40 °C,Flash Time (ms),0.0,1.0,2,0
ch29_initial_guess_effect.png,2,Curve 1,Flash Time (ms),0.4275999999663327,23.80050000283518,30,0
ch29_initial_guess_effect.png,2,Target P = 80 bara,Flash Time (ms),0.0,1.0,2,0
ch29_recycle_convergence.png,1,Flow change / fresh-feed flow,Normalized residual (-),1e-16,0.2659261784120015,14,0
ch29_recycle_convergence.png,1,Temperature change / 303.15 K,Normalized residual (-),1e-16,0.06597394029358404,14,0
ch29_recycle_convergence.png,1,Maximum mole-fraction change,Normalized residual (-),1e-16,0.06182320737290725,14,0
ch29_recycle_convergence.png,1,Tolerance (1e-7),Normalized residual (-),1e-07,1e-07,2,0
ch29_component_scaling.png,1,2 comp (C1-C3),Flash Time (ms),0.2668000015546568,42.15879999901517,30,0
ch29_component_scaling.png,1,4 comp,Flash Time (ms),0.3022999990207609,17.056000000593485,30,0
ch29_component_scaling.png,1,6 comp,Flash Time (ms),0.3528000015649013,26.187799998297123,30,0
ch29_component_scaling.png,1,8 comp,Flash Time (ms),0.49989999752142467,24.947900001279777,30,0
