Figure,Panel,Series,Output / unit,Minimum,Maximum,Finite points,Missing points
ch28_scenario_utilization.png,1,Base Case (opt: 185 t/hr),Compressor Utilization (%),5.03764825619147,130.97885459165317,61,0
ch28_scenario_utilization.png,1,Curve 2,Compressor Utilization (%),0.0,1.0,2,0
ch28_scenario_utilization.png,1,High GOR (opt: 152 t/hr),Compressor Utilization (%),6.201082979258852,161.2281574607311,61,0
ch28_scenario_utilization.png,1,Curve 4,Compressor Utilization (%),0.0,1.0,2,0
ch28_scenario_utilization.png,1,High Water Cut (opt: 243 t/hr),Compressor Utilization (%),3.8858919151557076,101.0331897940483,61,0
ch28_scenario_utilization.png,1,Curve 6,Compressor Utilization (%),0.0,1.0,2,0
ch28_scenario_utilization.png,1,95% Utilization Limit,Compressor Utilization (%),95.0,95.0,2,0
ch28_scenario_comparison.png,1,Optimal Rate (1000 kg/hr),Optimal Rate (1000 kg/hr),151.66666666666669,243.33333333333334,3,0
ch28_scenario_comparison.png,2,Utilization at Optimum (%),Compressor Utilization (%),93.19649267906786,94.55670326878881,3,0
