Figure,Panel,Series,Output / unit,Minimum,Maximum,Finite points,Missing points
fig10_1_rvp_vs_temperature.png,1,Curve 1,True Vapor Pressure at 37.8 °C (bara),0.9710265553938544,2.2115840940766724,15,0
fig10_1_rvp_vs_temperature.png,1,Illustrative TVP target (1 bara),True Vapor Pressure at 37.8 °C (bara),1.0,1.0,2,0
fig10_2_api_vs_pressure.png,1,API Gravity,API Gravity (°API),68.3811073851096,69.65237871836726,10,0
fig10_2_api_vs_pressure.png,2,Oil Density,Stock Tank Oil Density (kg/m³),702.7546226431591,707.2242386952616,10,0
fig10_3_multistage_oil_quality.png,1,API Gravity,API Gravity (°API),66.60359537314491,68.77431999849824,4,0
fig10_3_multistage_oil_quality.png,2,Oil Density,Oil Density (kg/m³),705.8356957649887,713.5699063600285,4,0
fig10_4_gas_shrinkage.png,1,Gas released at stage,Gas Released (mol% of feed),0.0,9.812096039208418,10,0
fig10_4_gas_shrinkage.png,2,Cumulative gas released,Cumulative Gas Released (mol% of feed),0.0,31.614371228810555,10,0
