branch,original_getter,point_index,T_K,T_C,P_bara,valid
Dew boundary,dewT,0,280.9720156314865,7.822015631486522,1.1051709180756477,True
Dew boundary,dewT,1,282.7234922973389,9.57349229733893,1.2214027581601699,True
Dew boundary,dewT,2,284.4983756382436,11.348375638243624,1.3498588075760032,True
Dew boundary,dewT,3,286.29685121433585,13.146851214335868,1.4918246976412703,True
Dew boundary,dewT,4,288.3026008064529,15.152600806452938,1.6652911949458864,True
Dew boundary,dewT,5,290.5422703991182,17.392270399118217,1.8794891289619104,True
Dew boundary,dewT,6,293.04634741206377,19.89634741206379,2.147061149799708,True
Dew boundary,dewT,7,295.8496819398934,22.699681939893424,2.48558986101792,True
Dew boundary,dewT,8,298.9919823475422,25.841982347542228,2.919933961208623,True
Dew boundary,dewT,9,302.5181707482922,29.368170748292243,3.4858680675136147,True
Dew boundary,dewT,10,306.4783605949045,33.328360594904495,4.235870305242409,True
Dew boundary,dewT,11,310.9269712283535,37.776971228353545,5.248528181929398,True
Dew boundary,dewT,12,315.9199881364158,42.769988136415805,6.644187817565072,True
Dew boundary,dewT,13,321.50831298565095,48.35831298565097,8.611656617193061,True
Dew boundary,dewT,14,327.72281811195313,54.572818111953154,11.455023606666355,True
Dew boundary,dewT,15,334.5413454647408,61.39134546474082,15.678200031023431,True
Dew boundary,dewT,16,341.8145348593018,68.6645348593018,22.14248886522176,True
Dew boundary,dewT,17,348.96621522538237,75.8162152253824,32.14248886522176,True
Dew boundary,dewT,18,353.26401011293467,80.1140101129347,42.14248886522175,True
Dew boundary,dewT,19,355.7403039942391,82.59030399423915,52.14248886522176,True
Dew boundary,dewT,20,356.88493328235694,83.73493328235696,62.14248886522175,True
Dew boundary,dewT,21,356.95756611465475,83.80756611465478,72.14248886522174,True
Dew boundary,dewT,22,356.0967420963867,82.94674209638674,82.14248886522174,True
Dew boundary,dewT,23,354.38485046092717,81.23485046092719,92.0422121783743,True
Dew boundary,dewT,24,351.82485963753237,78.67485963753239,101.91096089732335,True
Dew boundary,dewT,25,348.36436683489524,75.21436683489526,111.73217356965336,True
Dew boundary,dewT,26,344.6922392173449,71.5422392173449,119.88018607829515,True
Dew boundary,dewT,27,340.2125039071212,67.0625039071212,127.8653570240231,True
Dew boundary,dewT,28,334.8687623717412,61.71876237174121,135.43812504149153,True
Dew boundary,dewT,29,328.61646099975064,55.466460999750666,142.29129043276646,True
Dew boundary,dewT,30,321.42995350219155,48.279953502191574,148.0599410125524,True
Dew boundary,dewT,31,313.31172794862533,40.161727948625355,152.3292962261697,True
Dew boundary,dewT,32,304.3039810854103,31.15398108541035,154.65543969197861,True
Dew boundary,dewT,33,294.50240453275086,21.35240453275088,154.6052343561347,True
Dew boundary,dewT,34,284.52681316046954,11.376813160469567,152.0001280758278,True
Dew boundary,dewT,35,275.0615096595035,1.9115096595035084,147.26660445345908,True
Dew boundary,dewT,36,266.2487966836053,-6.901203316394685,140.94165393971159,True
Dew boundary,dewT,37,258.1941993882508,-14.955800611749169,133.57337505658492,True
Dew boundary,dewT,38,255.93698936670177,-17.21301063329821,131.23919168915842,True
Dew boundary,dewT,39,254.40208556023418,-18.747914439765793,129.58495957008736,True
Dew boundary,dewT,40,252.7571217135937,-20.392878286406273,127.75206262322872,True
Dew boundary,dewT,41,251.00060812462175,-22.149391875378228,125.72644716067641,True
Dew boundary,dewT,42,249.13289826487855,-24.01710173512143,123.49529722929412,True
Dew boundary,dewT,43,247.15662629576286,-25.993373704237115,121.04799691479086,True
Dew boundary,dewT,44,nan,nan,nan,False
Bubble boundary,bubT,0,nan,nan,nan,False
Bubble boundary,bubT,1,245.0776023898539,-28.072397610146083,118.37789926274282,True
Bubble boundary,bubT,2,243.09738663340147,-30.052613366598507,115.74406831103072,True
Bubble boundary,bubT,3,241.03231796285354,-32.11768203714644,112.90380077822279,True
Bubble boundary,bubT,4,238.89579089027632,-34.25420910972366,109.86553840057874,True
Bubble boundary,bubT,5,236.70546849257587,-36.4445315074241,106.64669516938699,True
Bubble boundary,bubT,6,234.48360013051402,-38.66639986948596,103.27549369363088,True
Bubble boundary,bubT,7,232.25687253838382,-40.89312746161616,99.79210967439137,True
Bubble boundary,bubT,8,230.05578173621183,-43.09421826378815,96.24882750959462,True
Bubble boundary,bubT,9,227.91331227725118,-45.2366877227488,92.70855387182515,True
Bubble boundary,bubT,10,225.86282542813288,-47.2871745718671,89.24118729702757,True
Bubble boundary,bubT,11,223.93515983447955,-49.21484016552043,85.91760328984923,True
