branch,original_getter,point_index,T_K,T_C,P_bara,valid
Bubble boundary,bubT,16,120.27601206465653,-152.87398793534345,2.1697170273556736,True
Bubble boundary,bubT,17,121.16220856639329,-151.98779143360667,2.292678196781921,True
Bubble boundary,bubT,18,122.15014195142396,-150.99985804857602,2.4360261416739495,True
Bubble boundary,bubT,19,123.25288381604047,-149.8971161839595,2.6040774305418215,True
Bubble boundary,bubT,20,124.48545652634857,-148.6645434736514,2.802289952093573,True
Bubble boundary,bubT,21,125.86516748963602,-147.28483251036397,3.037622599624117,True
Bubble boundary,bubT,22,127.41200265418392,-145.73799734581604,3.3190243341332795,True
Bubble boundary,bubT,23,129.14908635741097,-144.000913642589,3.658103656877161,True
Bubble boundary,bubT,24,131.10321216416128,-142.0467878358387,4.070050504872929,True
Bubble boundary,bubT,25,133.30544342870203,-139.84455657129794,4.574911732602526,True
Bubble boundary,bubT,26,135.79177020972585,-137.35822979027412,5.19936077196736,True
Bubble boundary,bubT,27,138.60378612635367,-134.5462138736463,5.979152816116035,True
Bubble boundary,bubT,28,141.78930671053092,-131.36069328946905,6.962516023288614,True
Bubble boundary,bubT,29,145.4027761794827,-127.74722382051729,8.214782976524978,True
Bubble boundary,bubT,30,149.50517927745761,-123.64482072254236,9.824574893541202,True
Bubble boundary,bubT,31,154.1629489512602,-118.98705104873977,11.911714948857394,True
Bubble boundary,bubT,32,159.4449652686275,-113.70503473137248,14.63654240149174,True
Bubble boundary,bubT,33,165.4160178811305,-107.73398211886948,18.208943042590708,True
Bubble boundary,bubT,34,172.12363632810184,-101.02636367189814,22.892167694536898,True
Bubble boundary,bubT,35,179.5716091179446,-93.57839088205537,28.988922309052686,True
Bubble boundary,bubT,36,187.66253327336773,-85.48746672663225,36.77755391267399,True
Bubble boundary,bubT,37,195.8150554069091,-77.33494459309088,46.00899146295037,True
