Figure,Panel,Series,Output / unit,Minimum,Maximum,Finite points,Missing points
ch18_optimization_convergence.png,1,Curve 1,Feed Rate (t/hr),60.0,80.0,8,0
ch18_optimization_convergence.png,1,Max feasible = 68.8 t/hr,Feed Rate (t/hr),68.75,68.75,2,0
ch18_optimization_convergence.png,1,Design rate = 60 t/hr,Feed Rate (t/hr),60.0,60.0,2,0
ch18_optimization_convergence.png,1,Points 1,Feed Rate (t/hr),60.0,80.0,8,0
ch18_optimization_convergence.png,2,100% capacity,Bottleneck Utilization (%),100.0,100.0,2,0
ch18_optimization_convergence.png,2,Bars 1,Bottleneck Utilization (%),86.95652173913045,115.94202898550732,8,0
ch18_algorithm_comparison.png,1,Bars 1,Maximum Rate (t/hr),68.99983860426559,68.99999782443047,2,0
ch18_algorithm_comparison.png,2,Bars 1,Maximum equipment utilization (%),99.99976609313826,99.99999684700056,2,0
