panel,series,point,x_label,y_label,x,y,finite
1,WHP = 40 bara,0,Flow Rate (t/hr),Bottomhole Pressure (bara),5.0,53.79150390625,True
1,WHP = 40 bara,1,Flow Rate (t/hr),Bottomhole Pressure (bara),10.0,59.2901611328125,True
1,WHP = 40 bara,2,Flow Rate (t/hr),Bottomhole Pressure (bara),15.0,67.301025390625,True
1,WHP = 40 bara,3,Flow Rate (t/hr),Bottomhole Pressure (bara),20.0,76.9268798828125,True
1,WHP = 40 bara,4,Flow Rate (t/hr),Bottomhole Pressure (bara),25.0,93.01910400390625,True
1,WHP = 40 bara,5,Flow Rate (t/hr),Bottomhole Pressure (bara),30.0,109.77783203125,True
1,WHP = 40 bara,6,Flow Rate (t/hr),Bottomhole Pressure (bara),35.0,128.98468017578125,True
1,WHP = 40 bara,7,Flow Rate (t/hr),Bottomhole Pressure (bara),40.0,146.59576416015625,True
1,WHP = 40 bara,8,Flow Rate (t/hr),Bottomhole Pressure (bara),45.0,165.43411254882812,True
1,WHP = 40 bara,9,Flow Rate (t/hr),Bottomhole Pressure (bara),50.0,180.53298950195312,True
1,WHP = 40 bara,10,Flow Rate (t/hr),Bottomhole Pressure (bara),55.0,201.05361938476562,True
1,WHP = 40 bara,11,Flow Rate (t/hr),Bottomhole Pressure (bara),60.0,216.92153930664062,True
1,WHP = 60 bara,0,Flow Rate (t/hr),Bottomhole Pressure (bara),5.0,79.80712890625,True
1,WHP = 60 bara,1,Flow Rate (t/hr),Bottomhole Pressure (bara),10.0,84.2138671875,True
1,WHP = 60 bara,2,Flow Rate (t/hr),Bottomhole Pressure (bara),15.0,92.05322265625,True
1,WHP = 60 bara,3,Flow Rate (t/hr),Bottomhole Pressure (bara),20.0,103.3135986328125,True
1,WHP = 60 bara,4,Flow Rate (t/hr),Bottomhole Pressure (bara),25.0,115.9075927734375,True
1,WHP = 60 bara,5,Flow Rate (t/hr),Bottomhole Pressure (bara),30.0,130.3570556640625,True
1,WHP = 60 bara,6,Flow Rate (t/hr),Bottomhole Pressure (bara),35.0,149.735107421875,True
1,WHP = 60 bara,7,Flow Rate (t/hr),Bottomhole Pressure (bara),40.0,163.99322509765625,True
1,WHP = 60 bara,8,Flow Rate (t/hr),Bottomhole Pressure (bara),45.0,183.06976318359375,True
1,WHP = 60 bara,9,Flow Rate (t/hr),Bottomhole Pressure (bara),50.0,198.45855712890625,True
1,WHP = 60 bara,10,Flow Rate (t/hr),Bottomhole Pressure (bara),55.0,214.1778564453125,True
1,WHP = 60 bara,11,Flow Rate (t/hr),Bottomhole Pressure (bara),60.0,230.1580810546875,True
1,WHP = 80 bara,0,Flow Rate (t/hr),Bottomhole Pressure (bara),5.0,113.82568359375,True
1,WHP = 80 bara,1,Flow Rate (t/hr),Bottomhole Pressure (bara),10.0,116.56494140625,True
1,WHP = 80 bara,2,Flow Rate (t/hr),Bottomhole Pressure (bara),15.0,122.022705078125,True
1,WHP = 80 bara,3,Flow Rate (t/hr),Bottomhole Pressure (bara),20.0,131.361083984375,True
1,WHP = 80 bara,4,Flow Rate (t/hr),Bottomhole Pressure (bara),25.0,143.0340576171875,True
1,WHP = 80 bara,5,Flow Rate (t/hr),Bottomhole Pressure (bara),30.0,155.869140625,True
1,WHP = 80 bara,6,Flow Rate (t/hr),Bottomhole Pressure (bara),35.0,169.5654296875,True
1,WHP = 80 bara,7,Flow Rate (t/hr),Bottomhole Pressure (bara),40.0,183.88427734375,True
1,WHP = 80 bara,8,Flow Rate (t/hr),Bottomhole Pressure (bara),45.0,198.7115478515625,True
1,WHP = 80 bara,9,Flow Rate (t/hr),Bottomhole Pressure (bara),50.0,213.953857421875,True
1,WHP = 80 bara,10,Flow Rate (t/hr),Bottomhole Pressure (bara),55.0,229.53857421875,True
1,WHP = 80 bara,11,Flow Rate (t/hr),Bottomhole Pressure (bara),60.0,245.455322265625,True
