panel,series,point,x_label,y_label,x,y,finite
1,SRK EOS,0,Pressure (bara),Gas Density (kg/m³),10.0,8.063434873550621,True
1,SRK EOS,1,Pressure (bara),Gas Density (kg/m³),17.916666666666668,14.757499822672274,True
1,SRK EOS,2,Pressure (bara),Gas Density (kg/m³),25.833333333333336,21.74106585976167,True
1,SRK EOS,3,Pressure (bara),Gas Density (kg/m³),33.75,29.026220251627734,True
1,SRK EOS,4,Pressure (bara),Gas Density (kg/m³),41.66666666666667,36.62208490224618,True
1,SRK EOS,5,Pressure (bara),Gas Density (kg/m³),49.583333333333336,44.533205120628274,True
1,SRK EOS,6,Pressure (bara),Gas Density (kg/m³),57.5,52.75756601887968,True
1,SRK EOS,7,Pressure (bara),Gas Density (kg/m³),65.41666666666667,61.28433221386199,True
1,SRK EOS,8,Pressure (bara),Gas Density (kg/m³),73.33333333333334,70.09155294936221,True
1,SRK EOS,9,Pressure (bara),Gas Density (kg/m³),81.25,79.14425922564921,True
1,SRK EOS,10,Pressure (bara),Gas Density (kg/m³),89.16666666666667,88.39354292133264,True
1,SRK EOS,11,Pressure (bara),Gas Density (kg/m³),97.08333333333334,97.77724242038342,True
1,SRK EOS,12,Pressure (bara),Gas Density (kg/m³),105.0,107.22264785887276,True
1,SRK EOS,13,Pressure (bara),Gas Density (kg/m³),112.91666666666667,116.65114913465264,True
1,SRK EOS,14,Pressure (bara),Gas Density (kg/m³),120.83333333333334,125.98412433214523,True
1,SRK EOS,15,Pressure (bara),Gas Density (kg/m³),128.75,135.1489007173214,True
1,SRK EOS,16,Pressure (bara),Gas Density (kg/m³),136.66666666666669,144.08358030730753,True
1,SRK EOS,17,Pressure (bara),Gas Density (kg/m³),144.58333333333334,152.73993527071568,True
1,SRK EOS,18,Pressure (bara),Gas Density (kg/m³),152.5,161.084210479153,True
1,SRK EOS,19,Pressure (bara),Gas Density (kg/m³),160.41666666666669,169.09620912811607,True
1,SRK EOS,20,Pressure (bara),Gas Density (kg/m³),168.33333333333334,176.76730006784743,True
1,SRK EOS,21,Pressure (bara),Gas Density (kg/m³),176.25,184.09797846570518,True
1,SRK EOS,22,Pressure (bara),Gas Density (kg/m³),184.16666666666669,191.09544945400495,True
1,SRK EOS,23,Pressure (bara),Gas Density (kg/m³),192.08333333333334,197.7715068123396,True
1,SRK EOS,24,Pressure (bara),Gas Density (kg/m³),200.0,204.14081652356674,True
1,PR EOS,0,Pressure (bara),Gas Density (kg/m³),10.0,8.088936351064525,True
1,PR EOS,1,Pressure (bara),Gas Density (kg/m³),17.916666666666668,14.839348321287261,True
1,PR EOS,2,Pressure (bara),Gas Density (kg/m³),25.833333333333336,21.910501278865915,True
1,PR EOS,3,Pressure (bara),Gas Density (kg/m³),33.75,29.312763985306823,True
1,PR EOS,4,Pressure (bara),Gas Density (kg/m³),41.66666666666667,37.052267753931865,True
1,PR EOS,5,Pressure (bara),Gas Density (kg/m³),49.583333333333336,45.12905067997698,True
1,PR EOS,6,Pressure (bara),Gas Density (kg/m³),57.5,53.53490923641245,True
1,PR EOS,7,Pressure (bara),Gas Density (kg/m³),65.41666666666667,62.25114095094479,True
1,PR EOS,8,Pressure (bara),Gas Density (kg/m³),73.33333333333334,71.24652085252637,True
1,PR EOS,9,Pressure (bara),Gas Density (kg/m³),81.25,80.47601513196956,True
1,PR EOS,10,Pressure (bara),Gas Density (kg/m³),89.16666666666667,89.8808180614575,True
1,PR EOS,11,Pressure (bara),Gas Density (kg/m³),97.08333333333334,99.39019838771826,True
1,PR EOS,12,Pressure (bara),Gas Density (kg/m³),105.0,108.92529290891123,True
1,PR EOS,13,Pressure (bara),Gas Density (kg/m³),112.91666666666667,118.40444460315517,True
1,PR EOS,14,Pressure (bara),Gas Density (kg/m³),120.83333333333334,127.74916057285078,True
1,PR EOS,15,Pressure (bara),Gas Density (kg/m³),128.75,136.88952701801722,True
1,PR EOS,16,Pressure (bara),Gas Density (kg/m³),136.66666666666669,145.76810238955463,True
1,PR EOS,17,Pressure (bara),Gas Density (kg/m³),144.58333333333334,154.3418163508577,True
1,PR EOS,18,Pressure (bara),Gas Density (kg/m³),152.5,162.5819702138585,True
1,PR EOS,19,Pressure (bara),Gas Density (kg/m³),160.41666666666669,170.47282750610844,True
1,PR EOS,20,Pressure (bara),Gas Density (kg/m³),168.33333333333334,178.00941511337467,True
1,PR EOS,21,Pressure (bara),Gas Density (kg/m³),176.25,185.19508103094017,True
1,PR EOS,22,Pressure (bara),Gas Density (kg/m³),184.16666666666669,192.03918437400418,True
1,PR EOS,23,Pressure (bara),Gas Density (kg/m³),192.08333333333334,198.55511841153162,True
1,PR EOS,24,Pressure (bara),Gas Density (kg/m³),200.0,204.7587343958892,True
