Figure,Panel,Series,Output / unit,Minimum,Maximum,Finite points,Missing points
ch23_process_conditions.png,1,Bars 1,Pressure (bara),3.0,150.0,11,0
ch23_process_conditions.png,2,Bars 1,Temperature (°C),35.0,219.21811364641314,11,0
ch23_process_conditions.png,3,Bars 1,Flow Rate (kg/hr),1654.8863977130177,49999.99999999997,11,0
ch23_power_consumption.png,1,Bars 1,Power Consumption (kW),80.42313261219346,3185.665307894367,2,0
