panel,series,point,x_label,y_label,x,y,finite
1,Curve 1,0,Pipeline Inner Diameter (inches),Total Pressure Drop (bar),18.0,8.012105494897469,True
1,Curve 1,1,Pipeline Inner Diameter (inches),Total Pressure Drop (bar),20.0,4.629880847796102,True
1,Curve 1,2,Pipeline Inner Diameter (inches),Total Pressure Drop (bar),22.0,2.8293152700369717,True
1,Curve 1,3,Pipeline Inner Diameter (inches),Total Pressure Drop (bar),24.0,1.8086990778156746,True
1,Curve 1,4,Pipeline Inner Diameter (inches),Total Pressure Drop (bar),26.0,1.2002301267649216,True
1,Curve 1,5,Pipeline Inner Diameter (inches),Total Pressure Drop (bar),28.0,0.8220323523609352,True
1,Curve 1,6,Pipeline Inner Diameter (inches),Total Pressure Drop (bar),30.0,0.5784501600570877,True
1,Curve 1,7,Pipeline Inner Diameter (inches),Total Pressure Drop (bar),32.0,0.41672518225968247,True
1,Curve 1,8,Pipeline Inner Diameter (inches),Total Pressure Drop (bar),34.0,0.306464523368021,True
1,Curve 1,9,Pipeline Inner Diameter (inches),Total Pressure Drop (bar),36.0,0.22951823422243933,True
1,Illustrative dP limit = 50 bar,0,Pipeline Inner Diameter (inches),Total Pressure Drop (bar),0.0,50.0,True
1,Illustrative dP limit = 50 bar,1,Pipeline Inner Diameter (inches),Total Pressure Drop (bar),1.0,50.0,True
2,Curve 1,0,Pipeline Inner Diameter (inches),Arrival Pressure (bara),18.0,171.98789450510253,True
2,Curve 1,1,Pipeline Inner Diameter (inches),Arrival Pressure (bara),20.0,175.3701191522039,True
2,Curve 1,2,Pipeline Inner Diameter (inches),Arrival Pressure (bara),22.0,177.17068472996303,True
2,Curve 1,3,Pipeline Inner Diameter (inches),Arrival Pressure (bara),24.0,178.19130092218433,True
2,Curve 1,4,Pipeline Inner Diameter (inches),Arrival Pressure (bara),26.0,178.79976987323508,True
2,Curve 1,5,Pipeline Inner Diameter (inches),Arrival Pressure (bara),28.0,179.17796764763906,True
2,Curve 1,6,Pipeline Inner Diameter (inches),Arrival Pressure (bara),30.0,179.4215498399429,True
2,Curve 1,7,Pipeline Inner Diameter (inches),Arrival Pressure (bara),32.0,179.58327481774032,True
2,Curve 1,8,Pipeline Inner Diameter (inches),Arrival Pressure (bara),34.0,179.69353547663198,True
2,Curve 1,9,Pipeline Inner Diameter (inches),Arrival Pressure (bara),36.0,179.77048176577756,True
2,Min arrival P = 70 bara,0,Pipeline Inner Diameter (inches),Arrival Pressure (bara),0.0,70.0,True
2,Min arrival P = 70 bara,1,Pipeline Inner Diameter (inches),Arrival Pressure (bara),1.0,70.0,True
