Figure,Panel,Series,Output / unit,Minimum,Maximum,Finite points,Missing points
ch26_bottleneck_transition.png,1,Compressor Stage 1,Utilization (%),9.511157895961063,42.80021053182477,40,0
ch26_bottleneck_transition.png,1,Compressor Stage 2,Utilization (%),8.646115973447435,38.90752188051344,40,0
ch26_bottleneck_transition.png,1,Utilization Limit (95%),Utilization (%),95.0,95.0,2,0
