Figure,Panel,Series,Output / unit,Minimum,Maximum,Finite points,Missing points
ch16_watercut_sensitivity.png,2,Oil,Flow Rate (kg/hr),27465.14468837011,67186.35534395742,15,0
ch16_watercut_sensitivity.png,2,Water,Flow Rate (kg/hr),3210.2369754291312,48611.10091966072,15,0
ch16_pressure_effect.png,1,Gas,Outlet Flow Rate (kg/hr),4748.373142379587,12462.735625187006,13,0
ch16_pressure_effect.png,1,Oil,Outlet Flow Rate (kg/hr),51263.37464732739,58874.65218573286,13,0
ch16_pressure_effect.png,1,Water,Outlet Flow Rate (kg/hr),16273.889727488895,16376.974671886956,13,0
