panel,series,point,x_label,y_label,x,y,finite
1,Well C,12,Manifold Pressure (bara),Well Rate (1000 kg/hr),113.15789473684211,15.56873540062001,True
1,Well C,13,Manifold Pressure (bara),Well Rate (1000 kg/hr),118.42105263157896,14.738578834481013,True
1,Well C,14,Manifold Pressure (bara),Well Rate (1000 kg/hr),123.6842105263158,13.87368768398475,True
1,Well C,15,Manifold Pressure (bara),Well Rate (1000 kg/hr),128.94736842105263,12.974061949131201,True
1,Well C,16,Manifold Pressure (bara),Well Rate (1000 kg/hr),134.21052631578948,12.039701629920371,True
1,Well C,17,Manifold Pressure (bara),Well Rate (1000 kg/hr),139.47368421052633,11.070606726352253,True
1,Well C,18,Manifold Pressure (bara),Well Rate (1000 kg/hr),144.73684210526318,10.066777238426866,True
1,Well C,19,Manifold Pressure (bara),Well Rate (1000 kg/hr),150.0,9.028213166144196,True
1,Well D,0,Manifold Pressure (bara),Well Rate (1000 kg/hr),50.0,17.777777777777786,True
1,Well D,1,Manifold Pressure (bara),Well Rate (1000 kg/hr),55.26315789473684,17.370814951609038,True
1,Well D,2,Manifold Pressure (bara),Well Rate (1000 kg/hr),60.526315789473685,16.929653568619404,True
1,Well D,3,Manifold Pressure (bara),Well Rate (1000 kg/hr),65.78947368421052,16.454293628808866,True
1,Well D,4,Manifold Pressure (bara),Well Rate (1000 kg/hr),71.05263157894737,15.944735132177422,True
1,Well D,5,Manifold Pressure (bara),Well Rate (1000 kg/hr),76.31578947368422,15.400978078725077,True
1,Well D,6,Manifold Pressure (bara),Well Rate (1000 kg/hr),81.57894736842105,14.823022468451834,True
1,Well D,7,Manifold Pressure (bara),Well Rate (1000 kg/hr),86.84210526315789,14.210868301357685,True
1,Well D,8,Manifold Pressure (bara),Well Rate (1000 kg/hr),92.10526315789474,13.564515577442632,True
1,Well D,9,Manifold Pressure (bara),Well Rate (1000 kg/hr),97.36842105263159,12.88396429670668,True
1,Well D,10,Manifold Pressure (bara),Well Rate (1000 kg/hr),102.63157894736842,12.169214459149822,True
1,Well D,11,Manifold Pressure (bara),Well Rate (1000 kg/hr),107.89473684210526,11.420266064772068,True
1,Well D,12,Manifold Pressure (bara),Well Rate (1000 kg/hr),113.15789473684211,10.637119113573409,True
1,Well D,13,Manifold Pressure (bara),Well Rate (1000 kg/hr),118.42105263157896,9.819773605553845,True
1,Well D,14,Manifold Pressure (bara),Well Rate (1000 kg/hr),123.6842105263158,8.968229540713386,True
1,Well D,15,Manifold Pressure (bara),Well Rate (1000 kg/hr),128.94736842105263,8.082486919052014,True
1,Well D,16,Manifold Pressure (bara),Well Rate (1000 kg/hr),134.21052631578948,7.16254574056975,True
1,Well D,17,Manifold Pressure (bara),Well Rate (1000 kg/hr),139.47368421052633,6.2084060052665775,True
1,Well D,18,Manifold Pressure (bara),Well Rate (1000 kg/hr),144.73684210526318,5.220067713142501,True
1,Well D,19,Manifold Pressure (bara),Well Rate (1000 kg/hr),150.0,4.197530864197532,True
2,Curve 1,0,Manifold Pressure (bara),Total Production (1000 kg/hr),50.0,100.8722753146909,True
2,Curve 1,1,Manifold Pressure (bara),Total Production (1000 kg/hr),55.26315789473684,99.27941503466846,True
2,Curve 1,2,Manifold Pressure (bara),Total Production (1000 kg/hr),60.526315789473685,97.55270094960215,True
2,Curve 1,3,Manifold Pressure (bara),Total Production (1000 kg/hr),65.78947368421052,95.69213305949191,True
2,Curve 1,4,Manifold Pressure (bara),Total Production (1000 kg/hr),71.05263157894737,93.69771136433778,True
2,Curve 1,5,Manifold Pressure (bara),Total Production (1000 kg/hr),76.31578947368422,91.56943586413976,True
2,Curve 1,6,Manifold Pressure (bara),Total Production (1000 kg/hr),81.57894736842105,89.30730655889779,True
2,Curve 1,7,Manifold Pressure (bara),Total Production (1000 kg/hr),86.84210526315789,86.91132344861198,True
2,Curve 1,8,Manifold Pressure (bara),Total Production (1000 kg/hr),92.10526315789474,84.38148653328224,True
2,Curve 1,9,Manifold Pressure (bara),Total Production (1000 kg/hr),97.36842105263159,81.71779581290859,True
2,Curve 1,10,Manifold Pressure (bara),Total Production (1000 kg/hr),102.63157894736842,78.92025128749104,True
2,Curve 1,11,Manifold Pressure (bara),Total Production (1000 kg/hr),107.89473684210526,75.9888529570296,True
2,Curve 1,12,Manifold Pressure (bara),Total Production (1000 kg/hr),113.15789473684211,72.92360082152426,True
2,Curve 1,13,Manifold Pressure (bara),Total Production (1000 kg/hr),118.42105263157896,69.72449488097499,True
2,Curve 1,14,Manifold Pressure (bara),Total Production (1000 kg/hr),123.6842105263158,66.39153513538186,True
2,Curve 1,15,Manifold Pressure (bara),Total Production (1000 kg/hr),128.94736842105263,62.92472158474481,True
2,Curve 1,16,Manifold Pressure (bara),Total Production (1000 kg/hr),134.21052631578948,59.324054229063854,True
2,Curve 1,17,Manifold Pressure (bara),Total Production (1000 kg/hr),139.47368421052633,55.58953306833898,True
2,Curve 1,18,Manifold Pressure (bara),Total Production (1000 kg/hr),144.73684210526318,51.721158102570236,True
2,Curve 1,19,Manifold Pressure (bara),Total Production (1000 kg/hr),150.0,47.71892933175758,True
2,Design (80.0 bara),0,Manifold Pressure (bara),Total Production (1000 kg/hr),80.0,0.0,True
2,Design (80.0 bara),1,Manifold Pressure (bara),Total Production (1000 kg/hr),80.0,1.0,True
